scientificname,scientificnameid,records,phylum,class,order,family,genus,annotation_type,annotation_aphiaid,datasets
Barbus livia,,1,,,,,,blue/DMT to process,,8e230527-988f-4984-8c30-ecc64771b06c
Barbus jarsinus,,1,,,,,,grey/reject habitat,,705770e5-3474-4e69-be8b-3107a0c5610a
Barbus choram,,1,,,,,,blue/DMT to process,,8e230527-988f-4984-8c30-ecc64771b06c
Barbus cancila,,1,,,,,,blue/DMT to process,,8e230527-988f-4984-8c30-ecc64771b06c
Barbus barbus serra,,1,,,,,,grey/reject habitat,,8a1ae661-e911-4967-bc06-1168fc5f2d89
Acroneuria arida,urn:lsid:itis.gov: itis_tsn:102921,1,Arthropoda,,,,Acroneuria,grey/reject habitat,,ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea
Etheostoma fusiforme fusiforme,,1,Chordata,Actinopterygii,Perciformes,Percidae,Etheostoma,grey/reject habitat,,aa32f563-b2ea-471b-bca1-5410a17ca607
Etheostoma nigrum olmstedi,,1,,,,,,grey/reject habitat,,c24bf1c2-2c62-4056-a841-56d94e6e876a
Etheostoma simoterum atripenne,,1,,,,,,grey/reject habitat,,c24bf1c2-2c62-4056-a841-56d94e6e876a
Acroneuria arenosa,urn:lsid:itis.gov: itis_tsn:102920,1,Arthropoda,,,,Acroneuria,grey/reject habitat,,ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea
Balds antarctica,,1,,,,,,"black (unresolvable, looks like a scientific name)",,e1ca35fd-bbc4-4da9-a27c-fea1502a4a30
Balanus evermanni,,1,Arthropoda,Maxillopoda,Sessilia,Balanidae,Balanus,blue/awaiting editor feedback,,f3d7798e-7bf2-4b85-8ed4-18f2c1849d7d
Balantidium zebrascopi,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Balantidium prionurium,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Balantidium jocularum,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Eucyrtis sp.,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Eudendrium curva,,1,Cnidaria,Hydrozoa,Anthoathecata,Eudendriidae,Eudendrium,blue/DMT to process,,6c813a6c-86f7-4d45-beb5-33eebd8de938
Badis badis rubra,,1,,,,,Badis,blue/DMT to process,,d6e71897-684a-49e4-9c22-19605d626c2a
Bactris setosa,,1,,,,,,grey/reject habitat,,dfba2240-b672-4759-9171-d269bba44a70
Bacteriastrum obtusa,,1,,,,,,blue/DMT to process,,21db04d1-5343-4f3a-8c29-6ec831016a31
Bacteriastrum declinatum,,1,,,,,,blue/DMT to process,,ff52e479-540a-46c2-bf6e-d93e3d35440e
Eugenia flavescens,,1,,,,,,grey/reject habitat,,dfba2240-b672-4759-9171-d269bba44a70
Euglandia rosea,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Azolla,,1,,,,,,grey/reject habitat,,333a0cb5-5a6b-4f97-957c-9128270ee540
Acmella millilla,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Austrosyrrhoe silex,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Eunotia guyanense,,1,,,,,Eunotia,white/typo: resolvable to AphiaID,638914,ce753762-62fc-4664-88b5-43c8e917e4ba
Euphaedusa (Euphaedusa) lunanensis subsp. acutissi,,1,Mollusca,Gastropoda,Eupulmonata,Clausiliidae,Euphaedusa,white/typo: resolvable to AphiaID,1366210,97bdf279-6f78-4ed7-ad9d-27a5886f8ff2
Hebella pocillum,,1,,,,,,blue/DMT to process,,41a50544-957c-4193-8bbf-25a25f749e85
Austrodecus glutus,,1,,,,,,blue/DMT to process,,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
Euplectella mammiformis,,1,,,,,Euplectella,blue/DMT to process,,71748d53-57e9-4e30-9678-ede83ca6c7ba
Euplectella mammiformis,,1,,,,,,blue/DMT to process,,9b1a023a-219c-4280-9802-1c7896803570
Austria phobia,,1,,,,,,"black (unresolvable, looks like a scientific name)",,dadd8252-0f72-417a-be62-9bde09e93c61
Eurya japonica,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Eurycarcinus garndieri,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Attila rufus,,1,,,,,,grey/reject habitat,,2ffab513-8007-475f-a5f0-cc4dc2b4f50f
Attenella attenuata,urn:lsid:itis.gov: itis_tsn:101340,1,Arthropoda,,,,Attenella,grey/reject habitat,,ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea
Attalea maripa,,1,,,,,,grey/reject habitat,,dfba2240-b672-4759-9171-d269bba44a70
Euscaphis japonica,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Euseleops winckworthi,,1,,,,,,"black (unresolvable, looks like a scientific name)",,d0d2a510-ba24-487b-80ca-afc86922cb1c
Euspira spec,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",138239,2102c55e-588b-4c35-96c7-822fd50c3437
Euspongia officinalis tubulifera,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Heliastrea abdita,,1,,,,,,blue/awaiting editor feedback,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Heliastrea lamarckii,,1,,,,,,blue/awaiting editor feedback,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Evasterias troscheli acanthostoma,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Heliastrea radiata,,1,,,,,,blue/awaiting editor feedback,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Heliastrea rotulosa,,1,,,,,,blue/awaiting editor feedback,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Exhippolybysmala tugelae,,1,,,,,,"black (unresolvable, looks like a scientific name)",,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
Athyrium niponicum,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Athous vittatus,,1,,,,,,grey/reject habitat,,cdcddae2-a8e0-4c86-9e8d-f85134876937
Exuviaella aperta,,1,,,,,,blue/DMT to process,,e0d62e51-9cd3-4f53-adb3-fd850e4cf978
Exuviaella dactylus,,1,,,,,,blue/DMT to process,,ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa
Astroria astreiformis,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Astropecten armatus braziliensis,,1,,,,,,blue/awaiting editor feedback,,c8eecb00-b65f-45c5-b04e-da9bd5dc18e0
Astrononion depressulum,,1,,,,,,blue/DMT to process,,6cd4445d-5d99-420b-98bf-2649b6731f0c
Astrocaryum vulgare,,1,,,,,,grey/reject habitat,,dfba2240-b672-4759-9171-d269bba44a70
Astraeomorpha confusa minor,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Falsogaudryinella moesina,,1,,,,,,white/typo: resolvable to AphiaID,1030639,6cd4445d-5d99-420b-98bf-2649b6731f0c
Faramea crassifolia,,1,,,,,,grey/reject habitat,,dfba2240-b672-4759-9171-d269bba44a70
Fascioloides magna,,1,,,,,,grey/reject habitat,,f070a9b6-b425-4dae-b7ca-d492b717dcc7
Favia irregularis,,1,Cnidaria,Anthozoa,Scleractinia,Mussidae,Favia,blue/DMT to process,,6c813a6c-86f7-4d45-beb5-33eebd8de938
Favia irregularis,,1,,,,,,blue/DMT to process,,e971710e-054e-43f2-b23c-c149d6c76cb4
Asponte agulhasensis,,1,,,,,,blue/DMT to process,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
Favreina sp. cf. F. prusensis,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Aspidosiphon capatatum,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Acacia senegale,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ferebratalla coreanica,,1,,,,,,"black (unresolvable, looks like a scientific name)",,81621597-dfd5-4657-b660-ba0f7924a8e3
Asparagus scoberioides,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Asparagus oligoclonos,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Asparagus cochinchinensis,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Ficus nipponica,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Ficus racemosa,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Asco fischeri,,1,,,,,,"black (unresolvable, looks like a scientific name)",,9b161b02-0f21-44e7-ac73-0ad7d4c95172
Asclepiadaceae,urn:lsid:itis.gov:itis_tsn:30239,1,,,,,,grey/reject habitat,,04e3fd32-b08b-4806-a016-d2dff52ae55a
Fissarcturus scelerosus,,1,,,,,,white/typo: resolvable to AphiaID,257996,fc18744b-4e55-4acc-8785-c29fb6692b34
Asarum sieboldii,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Arythmacanthus thapari,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Artrea hiatella,,1,,,,,,blue/awaiting editor feedback,,1d0ac9e8-381a-4579-a29f-061941017485
Artrea hiatella,NA,1,,,,,,blue/awaiting editor feedback,,b6ec1b5a-0cd3-4469-bf41-e68685ef0a54
Flabellifolia,,1,,,,,,blue/DMT to process,,f7777a70-e23c-436a-a0cb-9200bf87e194
Flabellum californicum,,1,,,,,,blue/awaiting editor feedback,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Flabellum remondianum,,1,,,,,,blue/awaiting editor feedback,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Artemisia capillaria,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Arrabidaea agnus-castus,,1,,,,,,grey/reject habitat,,333a0cb5-5a6b-4f97-957c-9128270ee540
Armadillidium vulgare decipiens,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium vulgare aberrans,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium pictum garumnicum,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium peraccai kosswigi,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium nasatum sorrentinum,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium klugii saxorum,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium cephalonicum monticola,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Armadillidium alassiense tendanum,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Florilus aequalis,,1,,,,,,blue/DMT to process,,55fe88ac-f76a-40c5-b529-037b460a5771
Aristeus edwardsi,,1,,,,,,blue/DMT to process,,79766e2f-1256-4ba0-a3e5-f1b6ce348acd
Foetorepus apricus,,1,Chordata,Actinopterygii,,Callionymidae,Foetorepus,blue/DMT to process,,e77f1b7f-aa81-4e0c-8e88-8ac436453d7f
Acheilognathus elongatus microphysa,,1,,,,,,grey/reject habitat,,c24bf1c2-2c62-4056-a841-56d94e6e876a
Helicopsyche borealis,urn:lsid:itis.gov: itis_tsn:117020,1,Arthropoda,Insecta,Trichoptera,Helicopsychidae,Helicopsyche,grey/reject habitat,,7fce8a7e-7595-49de-9c7e-1c83cba5395e
Helicopsyche borealis,urn:lsid:itis.gov: itis_tsn:117020,1,Arthropoda,,,,Helicopsyche,grey/reject habitat,,ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea
Fraxinus rhynchophylla,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Fraxinus sieboldiana,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Ardisia japonica,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Ardeola grayii grayii,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Fritillaria borealis form intermedia,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",342474,d0d2a510-ba24-487b-80ca-afc86922cb1c
Fritillaria borealis form sargassi,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",342475,d0d2a510-ba24-487b-80ca-afc86922cb1c
Fritillaria borealis form typica,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",342473,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ardeolagravii gravii,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Fritillaria formica form tuberculata,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",342476,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ardea cinerea rectirostris,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ardea cinerea cinerea,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ardeaalba modesta,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Arcynopteryx,urn:lsid:itis.gov: itis_tsn:103090,1,Arthropoda,,,,Arcynopteryx,grey/reject habitat,,ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea
Arctopsyche ladogensis,,1,,,,,,grey/reject habitat,,cdcddae2-a8e0-4c86-9e8d-f85134876937
Arcoscalpellum vegae,,1,Arthropoda,Maxillopoda,Scalpelliformes,Scalpellidae,Arcoscalpellum,"black (unresolvable, looks like a scientific name)",,f3d7798e-7bf2-4b85-8ed4-18f2c1849d7d
Heterometra mortenseni,,1,,,,,,blue/DMT to process,,aaf1a74e-d12a-42da-8203-bdd1fe3bd42b
Fulica atra atra,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Archohelia clarki,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Archocpnchoecia pljusnini,,1,,,,,,blue/DMT to process,,56e55f76-6dda-403d-805b-f8922fa1766d
Furcatus furcatus,,1,,,,,,blue/DMT to process,,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
Archarius pyrrhoceras,,1,,,,,,grey/reject habitat,,cdcddae2-a8e0-4c86-9e8d-f85134876937
Fursenkoina hybrida,,1,,,,,,blue/DMT to process,,6cd4445d-5d99-420b-98bf-2649b6731f0c
Fursenkoina restinensis,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Fuscopannaria praetermissa,,1,Ascomycota,,,,Fuscopannaria,blue/DMT to process,,d613e932-1d8e-4fc1-b596-95d3f980ebdb
Arca imbricata,,1,Mollusca,Bivalvia,Arcoida,Arcidae,Arca,"white/human intervention, resolvable to AphiaID",215252,0f17131c-6dad-43da-a559-fa009fdc3c54
Gaint squid (UI),,1,,,,,,"white/human intervention, resolvable to AphiaID",11716,1f5c0d6a-4018-470d-b6ca-53761e7a98cc
Heliotis bistriatum pustulata,,1,,,,,,grey/reject habitat,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
Galjoen,,1,,,,,,blue/DMT to process,,8a1ae661-e911-4967-bc06-1168fc5f2d89
Apus apus pekinensis,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Aporrhais pespelicani quadrifrons Da Costa,,1,,,,,,white/typo: resolvable to AphiaID,590947,8db0897b-ba54-4ef8-86f2-2adba27cb982
Gammaropsis anomalus,,1,,,,,,white/typo: resolvable to AphiaID,548531,d0d2a510-ba24-487b-80ca-afc86922cb1c
Gammaropsis spec,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",101558,2102c55e-588b-4c35-96c7-822fd50c3437
Gardodinium lowii,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Gargonella umbrachulum,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Garra waterloti waterloti,,1,,,,,,grey/reject habitat,,705770e5-3474-4e69-be8b-3107a0c5610a
Helobdella californica,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Helodrilus caliginosus,,1,,,,,,grey/reject habitat,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Gastrosaccus spec,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",119859,2102c55e-588b-4c35-96c7-822fd50c3437
Aplodon dentalis,,1,,,,,,"black (unresolvable, looks like a scientific name)",,9ff216fc-777e-4f9b-9860-95ed7366870d
Hemerocallis coreana,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Aplocheilus lineatus dayi,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Aplocheilus homalonotus,,1,,,,,,grey/reject habitat,,705770e5-3474-4e69-be8b-3107a0c5610a
Aplocheilichthys myaposae,,1,,,,,,grey/reject habitat,,9ff216fc-777e-4f9b-9860-95ed7366870d
Aplocheilichthys johnstoni,,1,,,,,,grey/reject habitat,,8a1ae661-e911-4967-bc06-1168fc5f2d89
Gelloides fibulatus,,1,,,,,,blue/DMT to process,,ff52e479-540a-46c2-bf6e-d93e3d35440e
Apion frumentarium,,1,,,,,,blue/DMT to process,,6f875daa-8e2d-4864-8218-92ce4f40a5d4
Apicularia (Thapsiella) rudis sp.,,1,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Apicularia,"black (unresolvable, looks like a scientific name)",,f3d7798e-7bf2-4b85-8ed4-18f2c1849d7d
Aphyosemion guignardi,,1,,,,,,grey/reject habitat,,705770e5-3474-4e69-be8b-3107a0c5610a
Gemmaria arenacea,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria aspera,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria brevis,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria canariensis,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria fusca,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria marquesana,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria sulcata,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria swiftii,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gemmaria tubulifera,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Gentiana scabra,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Hemibranchiatae,,1,,,,,,blue/DMT to process,,2c30e8ee-3068-437c-bf94-499e06cdd4e4
Hemibrycon jabonera,,1,,,,,,blue/DMT to process,,c24bf1c2-2c62-4056-a841-56d94e6e876a
Apatania crymophila,,1,,,,,,grey/reject habitat,,cdcddae2-a8e0-4c86-9e8d-f85134876937
Hemicarpus,,1,,,,,,blue/DMT to process,,81621597-dfd5-4657-b660-ba0f7924a8e3
Hemicetopsis candiru,,1,,,,,,grey/reject habitat,,705770e5-3474-4e69-be8b-3107a0c5610a
Geophagus obscura,,1,,,,,,white/typo: resolvable to AphiaID,1021493,705770e5-3474-4e69-be8b-3107a0c5610a
Geotrichum candidum,,1,,,,,,blue/DMT to process,,2aeabddf-7e9e-46dd-b4f4-99c5c8162b16
Geranium nepalense,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Aonides spec,,1,,,,,,"white/human intervention, loss of info, resolvable to AphiaID",129605,2102c55e-588b-4c35-96c7-822fd50c3437
Gerres aprion,,1,Chordata,,,,Gerres,blue/DMT to process,,8ba043fd-a7c5-4562-a56b-dc1225d03937
Antropora subovatum,,1,,,,,,blue/DMT to process,,4caa7639-9c5e-4c63-9266-5f83b416ad9e
Antropora subminus,,1,,,,,,blue/DMT to process,,4caa7639-9c5e-4c63-9266-5f83b416ad9e
Antropora ogivalina,,1,,,,,,blue/DMT to process,,4caa7639-9c5e-4c63-9266-5f83b416ad9e
Antillophyllia constricta kiiensis,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Antillia constricta maldivensis,,1,,,,,,white/typo: resolvable to AphiaID,1289506,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Anthus spinoletta,178489,1,Chordata,Aves,Passeriformes,Motacillidae,Anthus,grey/reject habitat,,2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335
Heterosiphonia pelluculata,,1,,,,Dasyaceae,Heterosiphonia,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Anthus hodgsoni,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Anthroplana nigrensis,,1,,,,,,blue/DMT to process,,21db04d1-5343-4f3a-8c29-6ec831016a31
Glaphyrocysta pastielsii,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Heterosiphonia rufalanosa,,1,,,,,Heterosiphonia,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Heterosiphonia sarcocaulon,,1,,,,,Heterosiphonia,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Heterosiphonia subtilis,,1,,,,Dasyaceae,Heterosiphonia,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Antholellidae,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Anthobium keeni,,1,,,,,,grey/reject habitat,,f070a9b6-b425-4dae-b7ca-d492b717dcc7
Anthipathes scoparia,,1,,,,,,blue/DMT to process,,c380d2c9-98b3-48cf-af6c-56a88b81f1a4
Antennularia pavoninum,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Anoropallene brachyura,,1,,,,,,blue/DMT to process,,3f2c1827-a206-41c4-bc53-58267dd28cbd
Anopsilana pustulosa,,1,,,,,,white/typo: resolvable to AphiaID,258935,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Anomaloniscus seychellarum,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Acer mono,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Globigerina palpebra,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Anomalina venezuelana,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Acerbochalina copperingi,,1,,,,,,blue/DMT to process,,b1f8bc4c-5427-40c8-8728-aad4d463b944
Annatiara rugosum,,1,Cnidaria,Hydrozoa,Anthoathecata,Pandeidae,Annatiara,blue/DMT to process,,6c813a6c-86f7-4d45-beb5-33eebd8de938
Acentropinae indet.,,1,,,,,,blue/DMT to process,,ec9df3b9-3b2b-4d83-881b-27bcbcd57b95
Aniba citrifolia,,1,,,,,,grey/reject habitat,,dfba2240-b672-4759-9171-d269bba44a70
Angustidium acribes,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Angelica decursiva,,1,,,,,,grey/reject habitat,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Anatheca capensis,,1,,,,Rhodomelaceae,Anatheca,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Anatheca anatteca,,1,,,,Sphaerococcaceae,Anatheca,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Anarthrura crinitus,,1,Arthropoda,Malacostraca,Tanaidacea,Anarthruridae,Anarthrura,blue/DMT to process,,b0a7add2-dd9e-4020-9ca4-5df048c8f6a2
Anabas testudineus kavaiya,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Globocassidulina alternans,,1,,,,,,"black (unresolvable, looks like a scientific name)",,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Globocassidulina californica,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Globocassidulina havanensis,,1,,,,,,blue/DMT to process,,b58d5ca0-1af8-48b3-993d-6c89742bb0d2
Hemiphaedusa (Hemizaptyx) similaris subsp. similar,,1,Mollusca,Gastropoda,Eupulmonata,Clausiliidae,Hemiphaedusa,white/typo: resolvable to AphiaID,1363702,97bdf279-6f78-4ed7-ad9d-27a5886f8ff2
Amphioplus megaloplax,,1,,,,,,blue/DMT to process,,28ccee1e-8f1a-400b-a112-86536192a402
Amphiodia septus,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Amphiodia magnifica,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Amphimedon multiformis,,1,,,,,,blue/DMT to process,,ff52e479-540a-46c2-bf6e-d93e3d35440e
Amphiesma stolata,,1,,,,,,grey/reject habitat,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ampharetid sp.,,1,,,,,,blue/DMT to process,,bc2af4c9-d294-4a05-bcdb-1dc183e1cad5
Amphanotheca nidulans,,1,,,,,,blue/DMT to process,,9f14fcfe-b8c4-4614-82de-3f76eb47ed7f
Ampelisca liljeborgi,,1,,,,,,"black (unresolvable, looks like a scientific name)",,3d8430ee-0281-4271-8449-67394407bc23
Ampelisca fissca,,1,,,,,,blue/DMT to process,,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
Amorphinopsis arcotti,,1,,,,,,blue/DMT to process,,ff52e479-540a-46c2-bf6e-d93e3d35440e
Citronia astra,,1,Porifera,Demospongiae,Dictyoceratida,Dysideidae,Citronia,blue/DMT to process,,6c813a6c-86f7-4d45-beb5-33eebd8de938
Citronia astra,,1,,,,,,blue/DMT to process,,9b1a023a-219c-4280-9802-1c7896803570
Cladochalina attenuata,,1,,,,,,blue/DMT to process,,b1f8bc4c-5427-40c8-8728-aad4d463b944
Cladocora barkii,,1,,,,,,blue/DMT to process,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Cladomorphoropsis zoolingeri,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Cladophora crinalis,,1,,,,Cladophoraceae,Cladophora,blue/DMT to process,,e4beeb49-ab66-406f-8862-258789cd00cc
Cladophora glomerata crassior,,1,,,,,,white/typo: resolvable to AphiaID,550739,d0d2a510-ba24-487b-80ca-afc86922cb1c
Ameiurus nebulosus nebulosus,,1,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,grey/reject habitat,,aa32f563-b2ea-471b-bca1-5410a17ca607
Clarias laeviceps laeviceps,,1,,,,,,grey/reject habitat,,705770e5-3474-4e69-be8b-3107a0c5610a
Clarias teysmanni brachysoma,,1,,,,,,blue/DMT to process,,d0d2a510-ba24-487b-80ca-afc86922cb1c
